TEAM_NAME,TEAM_ID,RIM_PCT,MID_PCT,SUM_USAGE,EFG_PCT,FTA_RATE,OREB_PCT,TM_TOV_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,PACE,PCT_FGA_3PT,BENCH_PTS_PCT
New Orleans Pelicans,1610612740,0.64631,0.23703,0.22942,-0.14707,0.59707,0.3911,0.49554,-0.11924,-0.85153,0.47647,0.40211,-0.12196,-1.05056,-0.68934
New York Knicks,1610612752,0.19162,-0.73708,0.66641,-0.26631,0.89314,1.50098,-0.93,1.25989,0.05348,0.70457,-1.75206,-1.17639,0.29262,-1.36646
Oklahoma City Thunder,1610612760,1.16596,-1.02931,0.03277,-0.86252,-0.53786,0.35146,-1.33729,0.05315,-0.35789,0.24837,-1.10581,1.23785,-0.45093,0.49561
Orlando Magic,1610612753,0.45145,0.59421,-1.16896,-0.8029,1.13987,0.03435,1.10649,-1.19668,-0.1522,-0.58799,-0.89039,-0.07587,-0.64281,0.77774
Philadelphia 76ers,1610612755,0.15914,-0.18508,1.34375,1.04536,1.63332,-0.87733,-0.1154,1.25989,-0.56357,1.11008,0.40211,-1.35501,0.02878,-0.63291
Phoenix Suns,1610612756,-2.21176,1.79561,1.3219,-0.62404,-1.27803,1.06496,-0.42087,0.18245,-0.72812,0.55251,1.3561,-0.55411,-0.61882,0.4674
Portland Trail Blazers,1610612757,1.16596,-0.50978,0.49162,0.21066,1.09052,-0.6395,0.49554,-0.03304,1.61666,-1.01884,-0.18259,-0.3121,0.60443,-1.62037
Sacramento Kings,1610612758,0.09419,-0.83449,-0.44792,1.58196,0.8438,-0.59986,-0.72635,1.94946,0.79393,0.65388,0.70985,0.69047,0.84429,0.18527
San Antonio Spurs,1610612759,0.48392,-0.21755,-0.92861,-1.22025,-1.87017,0.74785,0.80102,-1.88625,2.27485,-2.51415,0.89449,1.31276,-0.95462,1.90627
Toronto Raptors,1610612761,-0.19812,0.4968,-1.2345,-1.69723,-0.48852,1.4217,-2.25371,0.22555,-0.39902,0.3751,-0.98271,-1.11877,-0.88266,-1.53573
Utah Jazz,1610612762,-0.68529,-1.51636,-0.51347,0.09142,-0.09376,1.1046,1.10649,0.52723,0.79393,-0.18248,0.24824,0.70776,0.79631,0.83417
Washington Wizards,1610612764,-0.71777,0.62668,0.12017,0.27028,-0.43917,-0.28276,0.19007,-0.16234,0.34143,-0.3092,0.00205,-0.36396,-0.54687,0.01599
