TEAM_NAME,TEAM_ID,RIM_PCT,MID_PCT,SUM_USAGE,EFG_PCT,FTA_RATE,OREB_PCT,TM_TOV_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,PACE,PCT_FGA_3PT,BENCH_PTS_PCT
LA Clippers,1610612746,-0.38159,0.42083,1.54032,0.47927,1.75812,0.61341,-0.13909,1.24513,-1.09596,1.39163,-0.66314,0.63392,-0.21586,1.91452
Los Angeles Lakers,1610612747,1.46361,0.44391,0.99262,0.9825,0.79731,0.91312,0.59115,0.64446,-1.36546,1.24106,0.07368,0.1882,-0.62818,0.21524
Memphis Grizzlies,1610612763,-0.08034,-0.64086,-0.81276,-0.02396,-1.02318,0.19381,0.38251,-0.48178,-0.15272,-0.17852,0.91213,1.16787,-0.91922,0.57509
Miami Heat,1610612748,-1.02177,0.00539,-0.99533,1.34196,1.9604,-0.64538,0.59115,0.71955,-0.28747,0.61731,1.52191,-0.97255,0.85131,0.73502
Milwaukee Bucks,1610612749,-0.19331,-0.38698,1.62146,1.70141,0.54446,-1.60446,-0.13909,0.71955,-2.57821,2.0584,0.02287,2.18932,1.0696,0.01533
Minnesota Timberwolves,1610612750,0.93641,-1.42559,0.81006,-1.03043,0.84788,-0.22578,0.27819,-0.89474,0.48734,-0.82379,-0.18039,1.46037,1.19087,-0.02466
New Orleans Pelicans,1610612740,1.01173,-0.41006,-0.54905,0.76683,-0.21408,1.15289,1.32139,0.19396,0.55472,-0.24305,0.83591,1.43716,0.46325,-0.18459
New York Knicks,1610612752,1.01173,1.06707,-0.77219,-1.96501,0.13991,1.93214,-0.03477,-1.53295,0.75684,-1.36151,-1.14588,-0.78219,-1.59833,1.19483
Oklahoma City Thunder,1610612760,-0.79582,0.65163,-0.79248,0.11982,1.50528,-1.60446,-0.66069,0.0438,-0.69171,0.48825,-1.37454,-0.63826,-0.74944,0.43515
Orlando Magic,1610612753,-0.94645,0.81319,-0.97504,-1.60556,-0.21408,-0.04596,-1.49526,-0.78212,-0.32115,-0.24305,0.27694,-0.8379,-0.48265,0.37517
Philadelphia 76ers,1610612755,-0.60754,0.69779,0.16093,0.40738,-0.26465,0.79324,-0.13909,0.26905,-0.59065,0.53127,0.78509,-0.55932,-0.57967,-0.80433
Phoenix Suns,1610612756,0.22092,0.67471,-0.36649,0.2636,0.54446,-0.40561,0.17387,0.4943,0.21785,0.14411,1.62354,0.43892,-0.55541,-1.28412
Portland Trail Blazers,1610612757,-0.68285,1.02091,0.16093,0.33549,-0.92205,-0.1059,-1.80822,1.20759,1.3969,-0.20003,-2.77196,0.17427,-0.24011,-2.08379
Sacramento Kings,1610612758,-0.83348,-0.11002,0.2015,0.40738,-1.52888,-0.58544,0.06955,-0.18145,0.41997,-0.3721,-0.38365,-0.55468,0.26922,0.15527
San Antonio Spurs,1610612759,-2.37743,2.59037,-0.91419,0.19171,0.08934,-2.084,-2.12118,0.64446,0.82422,-0.15701,-0.30743,0.16034,-1.59833,1.23481
Toronto Raptors,1610612761,1.23767,-0.8255,-0.58962,0.55116,0.19048,-0.70532,0.27819,0.30659,-1.83708,1.34861,0.75968,0.18355,0.89982,-0.80433
Utah Jazz,1610612762,-0.72051,-1.01014,0.28264,1.48574,0.39275,-0.40561,0.90411,0.682,-0.28747,0.57429,-0.94262,-0.76362,0.73004,-0.68438
Washington Wizards,1610612764,-0.60754,1.22864,0.62749,-0.38342,0.49389,-0.34567,-0.76501,0.08134,1.53165,-0.93133,0.1245,1.20037,-0.62818,1.71461
