TEAM_NAME,TEAM_ID,RIM_PCT,MID_PCT,SUM_USAGE,EFG_PCT,FTA_RATE,OREB_PCT,TM_TOV_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,PACE,PCT_FGA_3PT,BENCH_PTS_PCT
Atlanta Hawks,1610612737,0.03264,-0.80242,0.40435,-0.95854,-0.11294,-0.04596,1.21707,-1.11999,1.43059,-1.55509,-0.2058,1.15394,0.34198,-0.64439
Boston Celtics,1610612738,0.07029,-0.15618,0.10007,0.19171,-0.06237,0.91312,-0.66069,1.05742,-1.23071,1.39163,-1.01884,-0.40611,0.05093,-1.72394
Brooklyn Nets,1610612751,1.42596,-1.26403,0.56663,-0.59909,0.34219,0.73329,0.48683,-0.48178,-0.32115,-0.07098,0.22613,0.42034,0.94833,-0.14461
Charlotte Hornets,1610612766,1.08704,-1.37943,-1.38075,-1.74934,-0.41635,0.73329,0.69547,-1.53295,0.89159,-1.46906,1.06457,-2.11472,0.36623,-0.14461
Chicago Bulls,1610612741,1.9155,-1.07938,0.07979,-0.95854,-1.47831,-0.04596,1.00843,-1.57049,-0.42222,-0.63021,-0.25662,-0.15539,0.29347,0.43515
Cleveland Cavaliers,1610612739,0.33389,-0.20234,-0.52877,-0.45531,-1.68058,1.69237,2.26027,-1.15753,1.56534,-1.66264,-0.61232,-0.75433,-0.53116,-0.46447
Dallas Mavericks,1610612742,-1.6996,-0.52546,1.52004,1.19818,0.19048,0.43358,-1.80822,2.22121,0.35259,1.06899,-0.12958,-0.42004,1.77296,-0.1646
Denver Nuggets,1610612743,-0.08034,0.58239,-0.58962,0.47927,-1.27603,1.57249,-0.45205,0.98234,0.0831,0.50976,0.98835,-1.46471,-0.96773,-0.06464
Detroit Pistons,1610612765,0.63515,-0.84858,-0.02164,0.04793,0.03877,0.55347,1.21707,-0.44424,0.72316,-0.71625,0.37857,-1.36256,-0.07034,1.81457
Golden State Warriors,1610612744,-1.32303,1.06707,-1.36046,-2.25257,0.19048,-0.76526,0.27819,-2.09607,0.95897,-1.8132,1.67435,0.11391,-0.70094,0.75501
Houston Rockets,1610612745,0.48452,-1.65639,2.89943,0.62305,1.40414,-1.12492,-0.34773,0.9448,-0.11903,0.61731,-1.70484,1.5068,2.84013,-1.84389
Indiana Pacers,1610612754,0.48452,1.45944,-1.31989,0.40738,-2.23685,-1.48457,-1.1823,-0.18145,-0.89384,0.44523,0.42939,-0.6429,-1.62258,-0.50445
