TEAM_NAME,TEAM_ID,RIM_PCT,MID_PCT,SUM_USAGE,EFG_PCT,FTA_RATE,OREB_PCT,TM_TOV_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,PACE,PCT_FGA_3PT,BENCH_PTS_PCT
Memphis Grizzlies,1610612763,-0.53677,-0.10321,-0.09631,-1.07856,0.5245,-1.3665,0.47022,-1.43472,-0.61883,-0.50762,0.89938,-1.65684,-0.35311,0.00194
Miami Heat,1610612748,0.0667,-0.61557,-1.57529,-0.61156,-0.46637,1.10444,1.16399,-1.05167,-0.94076,-0.08343,0.3826,-0.9111,0.19446,1.39514
Milwaukee Bucks,1610612749,1.40068,-1.32841,0.72918,1.72348,-0.14929,-1.19803,-0.68606,1.31632,-1.72771,1.82546,0.08341,1.37333,1.26852,-1.35257
Minnesota Timberwolves,1610612750,-0.25092,0.83239,0.07567,-0.87842,0.32632,1.16059,-1.14857,0.30645,0.88353,-0.33794,-0.18858,0.10368,-0.92173,-0.50117
New Orleans Pelicans,1610612740,0.95602,-0.54874,0.76357,0.32246,-0.18892,0.76749,0.35459,0.34127,0.81199,-0.27431,0.573,1.52437,-0.73219,-0.98492
New York Knicks,1610612752,0.28903,0.76556,-1.67848,-2.27944,0.44523,-0.41182,0.12334,-1.9919,1.13392,-1.88626,-1.98372,-0.23615,-0.52159,1.27904
Oklahoma City Thunder,1610612760,0.98778,-0.01411,1.62345,-0.67827,0.28669,1.49754,-0.57043,0.02786,-1.15538,0.72255,-1.35814,1.28366,-0.24781,-1.48802
Orlando Magic,1610612753,-1.39433,0.98833,-1.12816,-0.41141,-1.69504,-0.69261,-0.68606,-0.52932,-0.76191,0.12867,0.92658,-0.94886,0.02597,-0.09482
Philadelphia 76ers,1610612755,-0.12387,0.43142,0.45402,0.5226,2.10988,0.37438,0.58585,0.65468,-0.26112,0.55287,1.36177,0.91078,-0.35311,-1.23647
Phoenix Suns,1610612756,0.09846,0.1641,0.52281,-0.67827,0.00925,-1.3665,1.6265,-1.53919,1.59894,-1.88626,-0.07978,0.23112,-0.50053,0.04064
Portland Trail Blazers,1610612757,0.98778,0.36459,-0.33707,0.25574,-0.03039,2.05912,-0.22355,1.38597,-0.08227,0.89223,-1.46694,-0.33055,-0.41629,-0.48182
Sacramento Kings,1610612758,-0.21915,0.27548,-1.98804,-0.01112,-0.58527,-0.18719,-1.2642,-0.04179,0.38274,-0.2531,-0.27018,1.51965,-0.79537,0.67919
San Antonio Spurs,1610612759,-2.76007,2.88182,0.21325,0.65603,-0.86271,-1.42266,-1.95796,0.86362,0.3112,0.34077,-0.48777,-0.8403,-1.53247,0.05999
Toronto Raptors,1610612761,-0.25092,-0.17004,-0.40586,1.25647,-0.46637,-0.35567,-0.10792,1.00291,-1.04807,1.23158,0.13781,-0.07096,0.42612,-0.42377
Utah Jazz,1610612762,0.92426,-1.10565,0.28204,0.92289,1.43609,0.20591,1.16399,0.20198,-1.58463,1.06191,1.25297,0.0848,0.74202,-0.19157
Washington Wizards,1610612764,0.38431,0.20866,0.86676,0.45589,0.28669,-1.08572,-0.33917,0.16715,1.13392,-0.57125,0.68179,0.74087,0.23658,-0.09482
