TEAM_NAME,TEAM_ID,RIM_PCT,MID_PCT,SUM_USAGE,EFG_PCT,FTA_RATE,OREB_PCT,TM_TOV_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,PACE,PCT_FGA_3PT,BENCH_PTS_PCT
Milwaukee Bucks,1610612749,-0.37935,1.07968,1.14986,1.13465,1.32303,-1.22513,-0.84529,0.82075,0.17038,0.46807,-0.57562,0.78013,1.25766,-0.66617
Minnesota Timberwolves,1610612750,0.40252,-0.7492,0.83979,0.65968,1.32303,-0.35624,0.74585,0.01434,-2.15619,1.14369,0.45584,-0.77975,-0.38122,-0.36336
New Orleans Pelicans,1610612740,0.44596,-0.02727,0.11628,0.6069,0.85547,-0.22591,-0.44751,0.52506,-0.9224,0.83327,0.05656,-0.25788,-0.77312,-0.5497
New York Knicks,1610612752,-0.24904,-0.4123,1.25322,-0.34303,0.0762,2.16353,0.14917,0.74011,-0.74615,0.88805,-1.40744,-1.82922,0.33134,-1.15531
Oklahoma City Thunder,1610612760,0.18533,0.45401,-0.01292,1.39852,-0.23551,-1.44235,-1.14363,1.00891,-1.23966,1.3263,-0.77526,0.97511,-0.41685,-0.31678
Orlando Magic,1610612753,2.05314,-0.02727,-0.1938,-0.29026,2.2062,0.59953,1.34253,-0.44263,-1.31017,0.39503,-0.74198,-1.02061,-0.91563,1.73297
Philadelphia 76ers,1610612755,0.75002,0.06898,2.85527,-0.76523,1.01132,0.38231,-1.44197,0.44442,-0.53464,0.55937,-1.07471,-0.56182,-0.77312,-0.66617
Phoenix Suns,1610612756,-1.20466,2.33103,0.58139,0.97632,1.37498,0.38231,1.34253,0.6057,-0.28788,0.55937,0.15638,-0.08583,-0.59498,-1.69104
Portland Trail Blazers,1610612757,0.44596,0.40588,-0.34883,-2.29568,-0.85893,1.59875,1.74031,-1.86729,0.7344,-1.65011,-1.50726,-0.72813,-0.88001,0.07919
Sacramento Kings,1610612758,-1.68248,-0.7492,-0.0646,0.50136,-0.80698,0.0782,-0.54695,0.44442,-0.04113,0.32199,0.72202,0.17797,1.32892,0.12578
San Antonio Spurs,1610612759,0.48939,-0.31604,-0.21964,-0.76523,-1.27454,-0.61691,1.14363,-1.41032,0.38189,-1.17535,2.65184,1.51992,0.22446,1.22053
Toronto Raptors,1610612761,0.92377,-0.46043,-1.35658,-0.6069,-0.18356,-0.09558,0.24862,-0.73831,1.26316,-1.15709,1.38748,0.43604,-0.91563,-0.20032
Utah Jazz,1610612762,-1.07435,-1.85616,-0.71059,-0.39581,0.33595,1.81597,1.83976,-0.01254,1.79193,-0.93796,0.52238,0.63676,0.40259,1.75626
Washington Wizards,1610612764,0.70658,-0.98984,0.03876,-0.44858,-1.22259,-1.8768,-0.04972,-1.1684,1.54517,-1.59533,0.58893,2.24825,-0.20308,1.05748
