TEAM_NAME,TEAM_ID,RIM_PCT,MID_PCT,SUM_USAGE,EFG_PCT,FTA_RATE,OREB_PCT,TM_TOV_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,PACE,PCT_FGA_3PT,BENCH_PTS_PCT
Atlanta Hawks,1610612737,0.72805,-1.54441,-1.0497,0.15055,0.60138,0.28333,0.5664,0.00537,0.37075,-0.18793,1.25161,1.99644,-0.31467,1.10584
Boston Celtics,1610612738,-1.53676,-0.43736,0.70212,0.91177,-2.06155,-0.06758,-1.887,1.56276,-1.18974,1.60593,-0.23928,-1.55827,3.2254,-1.02338
Brooklyn Nets,1610612751,0.1696,-1.38041,-1.98817,-1.37188,-0.1975,0.04939,1.20247,-1.49831,0.56997,-1.24716,0.89269,-1.4853,1.03393,1.12612
Charlotte Hornets,1610612766,-0.14065,-0.51936,1.36948,-2.0316,-1.39582,0.59525,1.29334,-1.87423,0.66957,-1.55467,-0.04602,-0.70868,0.24724,0.17304
Chicago Bulls,1610612741,0.7901,-1.13439,-1.90475,0.50579,-1.9284,-1.27628,-0.16053,-0.12889,0.37075,-0.27335,1.00313,2.10068,1.00583,-0.15141
Cleveland Cavaliers,1610612739,-0.01655,-0.80638,0.28502,1.77448,-0.13093,0.12737,-1.0692,1.96553,-0.6253,1.57176,-0.15645,0.38066,1.00583,0.27443
Dallas Mavericks,1610612742,-0.10962,0.6287,0.32673,0.3028,1.33368,-0.84739,-0.2514,0.00537,0.43716,-0.2221,-0.98472,0.29727,-0.90468,0.3961
Denver Nuggets,1610612743,1.7829,0.46469,-0.61175,1.52074,1.06739,0.71222,-0.2514,1.40165,0.47036,0.6492,1.27922,0.5683,-1.83185,-1.91562
Detroit Pistons,1610612765,0.51088,-0.10934,0.6187,0.2013,0.33509,0.47828,0.38467,0.24703,-0.39289,0.35877,-0.51537,0.35981,-0.76421,0.72056
Golden State Warriors,1610612744,-1.00934,-0.51936,0.15989,-0.35693,0.06879,0.82919,-0.16053,0.13963,-0.89092,0.5467,2.1351,-0.10928,1.34298,1.4303
Houston Rockets,1610612745,0.38678,0.5467,-0.48662,-1.01665,-0.06435,2.73971,-0.2514,0.32759,-1.12333,0.78588,-2.42039,-0.2865,-1.04516,-0.5367
Indiana Pacers,1610612754,-0.10962,1.12072,-1.80048,0.96252,-0.13093,-1.51022,-1.16007,0.46185,-0.12727,0.35877,0.94791,0.61521,-0.59563,0.53805
LA Clippers,1610612746,-0.0786,-0.27335,0.34758,0.55653,0.5348,-0.41849,0.74814,0.16648,-1.42215,0.83713,-0.87429,-0.69826,-0.96088,-0.65837
Los Angeles Lakers,1610612747,-0.10962,0.13667,1.4529,0.70878,1.86627,-0.7694,-0.06966,0.35444,0.03874,0.20501,-0.04602,-0.64614,0.10676,-1.65201
Memphis Grizzlies,1610612763,-0.51294,-1.2984,0.76468,0.55653,0.40166,1.45303,0.74814,0.94517,-0.35969,0.80296,-0.04602,2.14238,-0.42706,0.98417
Miami Heat,1610612748,-0.63704,-0.51936,-0.84115,0.04906,-0.73009,-1.15931,-0.43313,-0.3437,-0.5589,0.06834,0.45095,-1.30287,0.21915,0.23388
Milwaukee Bucks,1610612749,-0.0786,2.06377,1.36948,1.267,1.66655,-2.25103,-0.88747,0.38129,-0.32649,0.41002,-0.81907,0.17739,0.07867,0.01082
Minnesota Timberwolves,1610612750,0.26268,-1.01139,0.07647,0.55653,0.40166,0.28333,0.2938,0.5424,-0.95732,0.85422,0.0092,-0.84941,0.94964,-0.13113
New Orleans Pelicans,1610612740,0.69703,0.13667,0.86896,-1.21964,0.06879,0.4003,0.2938,-1.06869,1.79844,-1.60593,-0.01841,0.09921,-1.01707,-0.21225
New York Knicks,1610612752,1.06932,0.6697,0.09732,0.65803,-0.73009,0.47828,-0.7966,0.97202,-0.12727,0.68337,-0.07362,-1.01099,-1.10136,-2.52397
Oklahoma City Thunder,1610612760,-0.51294,0.46469,1.18178,0.86102,-1.52896,-0.45748,-2.43221,1.4822,-2.3518,2.16971,-0.95711,0.68818,-0.06181,-0.43531
Orlando Magic,1610612753,0.13858,0.83371,1.80743,-1.67637,1.73312,0.36131,0.38467,-1.2835,-1.52175,-0.03417,-0.9295,-1.59996,-0.28658,0.55833
Philadelphia 76ers,1610612755,0.82112,0.09567,-0.48662,-0.81366,0.93424,-0.53546,-0.43313,-0.71962,1.2008,-1.07631,-1.45408,-0.75559,0.13486,-0.57726
Phoenix Suns,1610612756,-2.83981,1.61275,0.38929,0.91177,-0.13093,-1.12032,-0.06966,0.27388,1.33361,-0.51253,1.00313,-0.66177,0.5282,-0.2528
Portland Trail Blazers,1610612757,1.5347,-0.56036,-1.21654,-1.11814,0.20194,1.53101,1.56594,-0.71962,0.00553,-0.46128,-1.37125,-0.03631,-0.08991,0.2136
Sacramento Kings,1610612758,-1.62984,2.80181,-1.13312,0.25205,-0.53037,0.04939,-0.88747,0.5961,0.53676,0.10251,-0.5982,-0.34904,-0.84849,-1.73312
San Antonio Spurs,1610612759,0.75907,0.17768,0.51442,0.04906,-0.59694,-0.57445,-0.43313,-0.04833,0.86878,-0.47836,1.33444,0.26078,0.5563,1.51141
Toronto Raptors,1610612761,1.56572,-0.47836,-0.13208,-1.06739,-0.73009,0.71222,0.839,-1.09554,-0.02767,-0.70046,1.33444,0.54224,-1.35422,0.33527
Utah Jazz,1610612762,-1.47472,-1.05239,-0.34063,-0.50917,0.60138,0.71222,2.47461,-0.93443,1.89804,-1.57176,-0.10123,0.66212,0.78106,1.08557
